,No,시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,경도,위도,상태
2134,2888,양천구,11470000469,하은어린이집,가정,정상,7946,서울특별시 양천구 목동중앙북로7나길 20 1층,02-2652-5755,,,3,61.0,0,4,6,19,19,37.54943903,126.866611,미운영,2011-01-05,,,,2021-07-23,일반,2,2,1,0,0,0,0,0,0,5,5,9,5,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:31.0,126.8666086,37.54943932,정좌표
2135,2889,강동구,11740000374,그린어린이집,민간,정상,5394,서울특별시 강동구 풍성로42길 22 (성내동),02-471-9192,02-472-9192,cndska5004@hanmail.net,7,267.0,1,8,13,98,44,37.53043421,127.126848,운영,2011-01-04,,,,2021-07-23,일반,3,3,4,2,1,0,4,2,0,19,3,7,7,13,0,0,5,9,0,44,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,05:11.0,127.1268605,37.53043934,정좌표
2136,2891,관악구,11620000471,구립성현햇살어린이집,국공립,정상,8727,서울특별시 관악구 관악로37길 65 (봉천동)  [성현동],02-878-6633,02-878-6611,,6,274.0,2,16,14,75,58,37.4868936,126.955844,미운영,2011-01-01,,,,2021-07-23,야간연장휴일보육24시간,2,2,2,0,0,0,0,2,0,8,6,10,14,0,0,0,0,28,0,58,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,04:30.0,126.9558386,37.48688643,정좌표
2137,2895,강북구,11305000116,해원어린이집,민간,재개,1129,서울특별시 강북구 도봉로76길 33 (미아동),02-986-2299,02-987-2299,,8,278.0,3,11,18,105,78,37.63324665,127.0255473,운영,2010-12-29,,,,2021-07-23,일반,2,2,1,2,1,1,1,0,0,10,6,9,8,20,16,14,5,0,0,78,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,02:30.0,127.0255652,37.63326646,정좌표
2138,2899,서초구,11650000295,미소담은어린이집,가정,정상,6751,서울특별시 서초구 바우뫼로 89 105동 105호(양재동 우성아파트),02-575-7989,02-575-7989,,4,64.0,0,4,8,20,20,37.46598763,127.0248409,미운영,2010-12-24,,,,2021-07-23,야간연장,1,1,1,0,0,0,1,0,0,4,3,5,7,0,0,0,5,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,04:40.0,127.0311752,37.47434806,정좌표
2139,2904,강동구,11740000371,참빛어린이집,가정,정상,5272,서울특별시 강동구 상암로 251 911동 105호(명일동 고덕주공아파트),02-442-1183,,,4,55.0,2,4,6,20,17,37.54780545,127.1508012,미운영,2010-12-20,,,,2021-07-23,일반,1,1,1,0,0,0,4,0,0,7,0,0,7,0,0,0,10,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,05:11.0,127.1512282,37.54835842,정좌표
2140,2905,영등포구,11560000340,양평늘푸른어린이집,가정,정상,7211,서울특별시 영등포구 양평동3가 선유로 207 609동 102호(양평동3가 현대6차아파트),02-2672-0224,02-2672-0224,,3,72.0,0,4,6,20,17,37.53200884,126.8937952,미운영,2010-12-20,,,,2021-07-23,일반,2,2,1,0,0,0,1,0,0,6,6,4,7,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,04:11.0,126.8938412,37.53225954,정좌표
2141,2910,강동구,11740000368,리틀예홍어린이집,민간,정상,5389,서울특별시 강동구 성안로13길 28 1층 (성내동),02-489-3374,02-489-3374,,4,106.0,0,5,7,39,18,37.5317094,127.1309063,미운영,2010-12-14,,,,2021-07-23,일반,3,4,1,0,0,0,2,0,0,10,5,9,4,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,05:11.0,127.1309236,37.53172636,정좌표
2142,2914,성북구,11290000536,푸른성북어린이집,국공립,정상,2871,서울특별시 성북구 지봉로23길 51 (보문동2가),02-928-2114,02-928-2175,http://cafe.naver.com/sblovech,3,193.0,1,7,8,44,33,37.58727839,127.0174714,미운영,2010-12-09,,,,2021-07-23,야간연장,0,2,3,1,0,0,0,0,0,6,0,10,11,12,0,0,0,0,0,33,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,02:21.0,127.0174832,37.58728897,정좌표
2143,2916,마포구,11440000334,키즈랜드 어린이집,민간,정상,3915,서울특별시 마포구 월드컵북로 502-7 월드컵파크 12단지 관리동 1층 (상암동),02-307-5233,02-307-5234,https://www.kidsnote.com,4,85.0,0,8,8,32,15,37.58635334,126.8798316,미운영,2010-12-09,,,,2021-07-23,일반,1,2,1,0,0,0,0,0,0,4,3,8,4,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03:21.0,126.87914,37.58601702,정좌표
2144,2917,서초구,11650000294,서초양재어린이집,가정,정상,6742,서울특별시 서초구 강남대로34길 46-12 1층(양재동),02-578-7922,02-578-7922,,3,48.0,0,4,8,16,16,37.48329111,127.0385418,미운영,2010-12-09,,,,2021-07-23,야간연장,3,2,0,0,0,0,3,0,0,8,6,10,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04:40.0,127.0385533,37.48330627,정좌표
2145,2918,성북구,11290000535,길음성가어린이집,국공립,정상,2721,서울특별시 성북구 길음로9길 50,02-941-3391,02-941-3394,,7,307.0,1,11,11,99,49,37.60269641,127.0209503,미운영,2010-12-09,,,,2021-07-23,일반,0,3,2,1,0,1,0,3,0,10,0,8,14,11,0,0,0,16,0,49,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,02:21.0,127.0192496,37.60389209,정좌표
2146,2919,도봉구,11320000507,상상어린이집,민간,정상,1457,서울특별시 도봉구 도봉로108길 81,02-991-3730,02-3491-4416,,8,250.0,4,14,12,94,52,37.64581186,127.0384406,미운영,2010-12-04,,,,2021-07-23,일반,2,2,2,1,0,0,0,1,0,8,6,6,13,10,0,0,0,17,0,52,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,02:41.0,127.0384713,37.6458485,정좌표
2147,2923,용산구,11170000148,별빛어린이집,가정,정상,4428,서울특별시 용산구 이촌로 347 9동 102호(서빙고동 신동아아파트),070-8746-4682,02-6376-4682,,4,54.0,0,4,8,20,20,37.51810422,126.9876608,미운영,2010-12-01,,,,2021-07-23,일반,2,2,1,0,0,0,0,0,0,5,6,9,5,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,01:30.0,126.9894771,37.51900095,정좌표
2148,2924,양천구,11470000467,도만스쿨어린이집,가정,정상,7975,서울특별시 양천구 목동중앙본로 50-12 101동 101호(목동 웨스트빌아파트),02-2061-5865,02-2061-5865,,3,59.0,0,4,7,20,16,37.53993926,126.8694972,미운영,2010-11-30,,,,2021-07-23,일반,2,2,1,0,0,0,2,0,0,7,2,5,7,0,0,0,2,0,0,16,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:31.0,126.8695275,37.54008771,정좌표
2149,2926,마포구,11440000329,사랑나무 어린이집,가정,정상,3957,서울특별시 마포구 방울내로 36 101동 102호(망원동 두영이지안),02-334-2240,02-334-2240,,4,62.0,0,4,8,20,19,37.55841439,126.8998712,미운영,2010-11-30,,,,2021-07-23,일반,3,4,2,0,0,0,0,0,0,9,5,9,5,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03:20.0,126.8999068,37.55840588,정좌표
2150,2927,마포구,11440000332,깊은샘영재 어린이집,민간,정상,3939,서울특별시 마포구 새터산길 1-6,02-308-4390,02-6337-4397,,8,305.0,3,13,19,115,82,37.56503407,126.9068337,운영,2010-11-29,,,,2021-07-23,일반,0,1,6,2,2,1,1,1,0,14,0,3,33,14,13,19,0,0,0,82,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,20.0,03:20.0,126.9068611,37.56506257,정좌표
2151,2928,마포구,11440000330,아이세상어린이집,가정,정상,3961,서울특별시 마포구 방울내로11길 27 노아아크빌 103호 (망원동),02-325-1515,02-307-2077,,4,158.0,0,5,7,20,12,37.56195695,126.9036166,미운영,2010-11-29,,,,2021-07-23,야간연장,1,1,1,0,0,0,0,0,0,3,3,4,5,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:21.0,126.9036545,37.56195931,정좌표
2152,2934,강동구,11740000366,지혜로운어린이집,민간,정상,5252,서울특별시 강동구 고덕로20나길 14,02-429-5551,02-429-5556,,6,123.0,1,8,10,39,21,37.55328722,127.132764,미운영,2010-11-23,,,,2021-07-23,야간연장,1,2,1,0,0,0,1,0,0,5,3,8,6,0,0,0,4,0,0,21,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,05:11.0,127.1327518,37.55329933,정좌표
2153,2935,송파구,11710000527,누리봄어린이집,가정,정상,5629,서울특별시 송파구 위례성대로8길 28 101동 104호(방이동 금호베스트빌아파트),02-422-5271,02-422-5271,http://iseoul.go.kr/,3,54.0,0,4,9,20,18,37.51260805,127.1182712,미운영,2010-11-22,,,,2021-07-23,일반,0,2,1,0,0,0,3,0,0,6,0,7,4,0,0,0,7,0,0,18,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,05:01.0,127.1180863,37.51222972,정좌표
2154,2937,양천구,11470000464,새롬이 어린이집,가정,정상,8080,서울특별시 양천구 신정로13길 38 104동 103호(신정동 신정E-편한세상아파트),02-2065-2288,02-2065-2288,,3,51.0,0,4,4,19,9,37.5125016,126.8429498,미운영,2010-11-17,,,,2021-07-23,일반,0,0,1,0,0,0,4,0,0,5,0,0,6,0,0,0,3,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,03:31.0,126.8428536,37.51297289,정좌표
2155,2938,성북구,11290000532,미예뜰 어린이집,민간,정상,2720,서울특별시 성북구 길음로 33 삼성래미안 814동(관리동),02-909-5453,,,9,156.0,1,10,11,59,49,37.60505,127.022026,미운영,2010-11-16,,,,2021-07-23,일반,1,3,4,1,0,0,0,0,0,9,3,14,21,11,0,0,0,0,0,49,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,02:21.0,127.0189034,37.60751524,정좌표
2156,2939,양천구,11470000466,목3동리라어린이집,민간,정상,7957,서울특별시 양천구 목동중앙남로 69 (목동),02-2654-8489,02-2653-2389,,8,452.0,1,16,18,138,97,37.5398875,126.8655093,운영,2010-11-16,,,,2021-07-23,일반,1,2,2,2,1,0,1,1,0,10,3,10,14,29,20,0,0,21,0,97,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,18.0,03:31.0,126.8655057,37.53990167,정좌표
2157,2940,양천구,11470000465,우리캐슬어린이집,가정,정상,7930,서울특별시 양천구 오목로5길 19 양천롯데캐슬내 (신월동),02-2601-6652,02-2601-6652,,4,57.0,0,5,6,20,14,37.52344168,126.8400759,미운영,2010-11-16,,,,2021-07-23,일반,1,3,1,0,0,0,6,0,0,11,0,4,7,0,0,0,3,0,0,14,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:31.0,126.8402441,37.52309166,정좌표
2158,2942,영등포구,11560000338,은빛어린이집,가정,정상,7380,서울특별시 영등포구 도신로 68 106동 107호(신길동 신길우성1차아파트),070-4046-2274,02-845-2278,,3,64.0,0,3,6,15,13,37.50530872,126.9002225,미운영,2010-11-09,,,,2021-07-23,일반,0,1,1,0,0,0,2,0,0,4,0,5,0,0,0,0,8,0,0,13,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,04:11.0,126.8992998,37.50503617,정좌표
2159,2944,양천구,11470000463,대성꿈나무 어린이집,가정,정상,8060,서울특별시 양천구 중앙로29길 108 101동 103호(신정동 대성유니드아파트),02-2602-7763,02-2602-7763,daesungkid.co.kr,3,84.0,0,4,7,19,15,37.5208916,126.8486235,미운영,2010-11-05,,,,2021-07-23,일반,0,0,0,1,0,0,4,0,0,5,0,0,0,0,0,0,15,0,0,15,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:31.0,126.8485311,37.52109846,정좌표
2160,2947,성북구,11290000531,까꿍 어린이집,가정,정상,2721,서울특별시 성북구 길음로9길 50 901동 102호(길음동 길음뉴타운9단지아파트),070-4233-8201,02-941-8201,,3,46.0,0,4,6,17,16,37.60269641,127.0209503,미운영,2010-11-01,,,,2021-07-23,일반,2,1,1,0,0,0,2,0,0,6,3,5,5,0,0,0,3,0,0,16,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,02:21.0,127.0192496,37.60389209,정좌표
2161,2950,성북구,11290000530,래미안쁘띠 어린이집,가정,정상,2721,서울특별시 성북구 길음로9길 50 908동 102호(길음동 길음뉴타운9단지아파트),070-4234-9016,02-942-4995,,4,63.0,0,4,5,20,13,37.60424731,127.0251545,미운영,2010-10-27,,,,2021-07-23,일반,0,2,1,0,0,0,3,0,0,6,0,3,4,0,0,0,6,0,0,13,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02:21.0,127.0192496,37.60389209,정좌표
2162,2951,성북구,11290000529,두산위브 어린이집,민간,정상,2715,서울특별시 성북구 길음로13길 22 길음뉴타운 두산위브아파트 관리동 (길음동),02-915-5650,,,3,88.0,0,4,7,30,16,37.60961064,127.0186773,미운영,2010-10-26,,,,2021-07-23,일반,2,2,1,0,0,0,1,0,0,6,0,7,6,0,0,0,3,0,0,16,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,02:21.0,127.0188135,37.60926348,정좌표
2163,2953,은평구,11380000506,마미맘어린이집,가정,정상,3362,서울특별시 은평구 불광로 122-10 3204동 101호(불광동 북한산힐스테이트3차아파트),02-6013-5106,02-359-5106,,3,64.0,0,5,5,20,12,37.61848004,126.9348478,미운영,2010-10-25,,,,2021-07-23,일반,1,1,1,0,0,0,5,0,0,8,0,5,5,0,0,0,2,0,0,12,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,03:01.0,126.9344139,37.61781917,정좌표
2164,2956,강동구,11740000364,강동다원어린이집,가정,정상,5286,서울특별시 강동구 고덕로98길 160 1406동 103호,02-470-4706,02-471-4706,ekatkrhk@naver.com,3,49.0,1,4,6,16,14,37.52722823,127.1228294,미운영,2010-10-19,,,,2021-07-23,야간연장,1,2,0,1,0,0,4,0,0,8,3,5,0,0,0,0,6,0,0,14,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,05:10.0,127.1813832,37.5503309,정좌표
2165,2957,성북구,11290000528,꿈터어린이집,민간,정상,2720,서울특별시 성북구 길음로 33 래미안아파트 관리동,02-909-5277,0502-797-5277,,6,159.0,1,8,13,60,45,37.60651555,127.0192838,미운영,2010-10-18,,,,2021-07-23,일반,2,3,4,1,0,0,2,1,0,13,5,11,19,10,0,0,0,0,0,45,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,02:21.0,127.0189034,37.60751524,정좌표
2166,2961,성동구,11200000285,햇님어린이집,가정,정상,4753,서울특별시 성동구 마장로39길 43 102동 102호(마장동 신성미소지움아파트),02-2299-1533,02-2298-1532,http://cafe.naver.com/solarkids,3,58.0,0,4,5,19,10,37.56952326,127.0424491,미운영,2010-10-13,,,,2021-07-23,일반,2,1,0,0,0,0,1,0,0,4,1,5,0,0,0,0,4,0,0,10,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,01:41.0,127.0438932,37.56908077,정좌표
2167,2964,용산구,11170000146,숲속키즈어린이집,가정,정상,4354,서울특별시 용산구 새창로 70 103동 102호 (도원동삼성래미안아파트),02-702-5437,,,3,84.0,0,4,6,20,15,37.53643829,126.9591188,미운영,2010-10-05,,,,2021-07-23,야간연장,3,2,1,1,0,0,3,0,0,10,0,10,0,0,0,0,5,0,0,15,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01:30.0,126.9562193,37.53860338,정좌표
2168,2965,마포구,11440000327,코코엔젤어린이집,가정,정상,3935,서울특별시 마포구 월드컵북로 260 20동 109호(성산동 성산시영),02-302-3644,02-302-3644,,3,32.0,0,3,5,12,9,37.5689245,126.9027311,미운영,2010-10-04,,,,2021-07-23,일반,2,2,0,0,0,0,4,0,0,8,4,0,0,0,0,0,5,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,03:21.0,126.9020333,37.57168328,정좌표
2169,2967,송파구,11710000523,메이플트리어린이집,민간,정상,5507,서울특별시 송파구 올림픽로 435 관리동 1층 (신천동),02-425-2077,02-425-2077,,3,78.0,0,4,6,28,27,37.52114336,127.1094566,미운영,2010-10-01,,,,2021-07-23,일반,0,1,2,1,0,0,0,0,0,4,0,5,14,8,0,0,0,0,0,27,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,05:01.0,127.1065124,37.52136423,정좌표
2170,2969,송파구,11710000522,튼튼어린이집,가정,재개,5503,서울특별시 송파구 송파대로 567 504동 104호(잠실동 주공아파트),02-443-0752,02-443-0752,,3,56.0,0,4,8,20,17,37.51313854,127.0930483,미운영,2010-10-01,,,,2021-07-23,야간연장,1,2,2,0,0,0,1,0,0,6,0,5,10,0,0,0,2,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,05:02.0,127.0923634,37.51505063,정좌표
2171,2971,용산구,11170000145,도원삼성어린이집,가정,정상,4356,서울특별시 용산구 새창로 70 112동 104호(도원동 삼성래미안아파트),02-712-4242,,,3,55.0,0,4,7,20,19,37.5383072,126.9552593,미운영,2010-09-30,,,,2021-07-23,일반,1,2,1,0,0,0,3,0,0,7,0,9,0,0,0,0,10,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,01:30.0,126.9562193,37.53860338,정좌표
2172,2973,서초구,11650000292,조은아이어린이집,가정,정상,6515,서울특별시 서초구 잠원로14길 41 324동 106호(잠원동 신반포아파트),02-3482-7220,02-3482-7221,,4,60.0,1,4,7,20,17,37.51567658,127.0147655,미운영,2010-09-28,,,,2021-07-23,일반,1,2,1,0,0,0,2,0,0,6,3,8,6,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,04:41.0,127.0146759,37.51621951,정좌표
2173,2975,성북구,11290000522,킨더바움 어린이집,가정,재개,2741,서울특별시 성북구 오패산로 90 116동 101호 (하월곡동 래미안월곡아파트),02-6229-0302,02-6229-0302,,4,62.0,0,4,5,20,13,37.5996468,127.0387972,미운영,2010-09-20,,,,2021-07-23,일반,2,2,1,0,0,0,2,0,0,7,3,5,0,0,0,0,5,0,0,13,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02:21.0,127.0365109,37.61039672,정좌표
2174,2976,성북구,11290000524,삼성해맑은 어린이집,가정,정상,2799,서울특별시 성북구 종암로24가길 80 101동 103호(종암동 래미안라센트아파트),02-911-7004,,,3,63.0,0,4,5,20,10,37.59931484,127.0392263,미운영,2010-09-20,,,,2021-07-23,일반,1,1,1,0,0,0,3,0,0,6,0,0,5,0,0,0,5,0,0,10,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02:21.0,127.0385555,37.59854541,정좌표
2175,2982,성동구,11200000284,하랑어린이집,가정,정상,4788,서울특별시 성동구 상원길 59 104동 104호(성수동1가 쌍용아파트),02-6071-5309,,,3,84.0,0,4,5,19,13,37.54954954,127.0471976,미운영,2010-09-14,,,,2021-07-23,일반,2,2,1,0,0,0,4,0,0,9,0,0,7,0,0,0,6,0,0,13,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,01:41.0,127.0478884,37.54929915,정좌표
2176,2986,송파구,11710000521,라움어린이집,민간,정상,5665,서울특별시 송파구 백제고분로46길 32-34,02-443-0320,02-425-0320,,4,116.0,0,4,3,27,8,37.50612872,127.1131163,미운영,2010-09-06,,,,2021-07-23,일반,0,2,2,0,0,0,2,0,0,6,0,0,5,0,0,0,3,0,0,8,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,05:01.0,127.1131291,37.50614293,정좌표
2177,2987,마포구,11440000326,다온어린이집,가정,정상,3918,서울특별시 마포구 월드컵북로 502-36 1013동 103호(상암동 월드컵파크 10단지),02-305-9820,,,3,85.0,0,4,7,19,11,37.58540429,126.8821793,미운영,2010-09-03,,,,2021-07-23,일반,3,2,2,1,0,0,2,0,0,10,3,2,6,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:20.0,126.8827019,37.58612691,정좌표
2178,2989,마포구,11440000325,하늘어린이집,민간,정상,3918,서울특별시 마포구 월드컵북로 502-36 월드컵파크 10단지 관리동 1층 (상암동),02-307-3332,,,4,120.0,0,8,8,39,22,37.58540429,126.8821793,미운영,2010-09-01,,,,2021-07-23,일반,2,1,2,0,0,0,0,0,0,5,5,4,13,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03:21.0,126.8827019,37.58612691,정좌표
2179,2991,영등포구,11560000336,비율라어린이집,민간,정상,7288,서울특별시 영등포구 도림로141가길 33-4,02-2633-6651,02-2633-6651,,6,193.0,1,8,8,73,35,37.51612167,126.8892846,운영,2010-08-31,,,,2021-07-23,일반,1,0,1,1,0,0,1,1,0,5,3,0,7,9,0,0,5,11,0,35,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,04:11.0,126.8892982,37.51613912,정좌표
2180,2993,마포구,11440000324,태영어린이집,가정,정상,4153,서울특별시 마포구 독막로 266 108동 101호(대흥동 마포태영아파트),02-716-1026,02-703-4353,,4,50.0,2,4,7,19,19,37.54479195,126.9426044,미운영,2010-08-30,,,,2021-07-23,야간연장,1,0,1,0,0,0,2,0,0,4,3,0,7,0,0,0,9,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:21.0,126.9431758,37.54567903,정좌표
2181,2995,강북구,11305000311,트리베라어린이집,민간,정상,1195,서울특별시 강북구 삼양로27길 19 218동 1층 (미아동 삼성래미안트리베라2차아파트),02-981-2257,02-981-2258,,9,270.0,1,11,8,70,29,37.61612462,127.0217424,미운영,2010-08-26,,,,2021-07-23,일반,1,2,2,1,0,0,1,0,0,7,2,5,7,10,0,0,5,0,0,29,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02:30.0,127.020938,37.61817512,정좌표
2182,2997,강동구,11740000362,아이본어린이집,가정,정상,5222,서울특별시 강동구 상일로19길 36 (고덕동 185번지),02-442-8958,02-442-8958,,4,54.0,0,4,6,18,17,37.55932077,127.1688957,미운영,2010-08-25,,,,2021-07-23,야간연장,0,2,1,0,0,0,1,0,0,4,0,7,7,0,0,0,3,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,05:11.0,127.1689157,37.55933601,정좌표
2183,2999,은평구,11380000502,풀잎어린이집,민간,정상,3310,서울특별시 은평구 진관2로 60 은평뉴타운 마고정 333동 1층 (진관동),02-382-0202,02-382-0202,,4,82.0,0,7,6,30,14,37.63330504,126.9239152,미운영,2010-08-24,,,,2021-07-23,일반,2,2,2,1,0,0,2,0,0,9,3,5,6,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:02.0,126.9249084,37.63336742,정좌표
2184,3002,은평구,11380000501,진관라온어린이집,민간,정상,3310,서울특별시 은평구 진관1로 55 은평뉴타운 마고정 309동 1층 (진관동),02-387-0999,02-387-0999,,4,107.0,0,7,6,34,12,37.63243731,126.9251238,미운영,2010-08-17,,,,2021-07-23,일반,2,2,1,0,0,0,0,0,0,5,2,4,6,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:01.0,126.9251231,37.63252238,정좌표
2185,3003,중랑구,11260000392,한신키즈어린이집,가정,정상,2095,서울특별시 중랑구 동일로 752 102동 106호(중화동 중화한신아파트),02-432-0133,,,4,53.0,0,4,7,19,17,37.59709077,127.0818281,미운영,2010-08-16,,,,2021-07-23,일반,2,1,2,0,0,0,3,0,0,8,4,4,7,0,0,0,2,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,02:11.0,127.0820565,37.5969859,정좌표
